,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
1449,283.0,False,2019,/incidents/2019/7/3/hollow-fire/,San Joaquin,39,2019-07-05,37.632059999999996,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",-121.53838200000001,Hollow Fire,2019-07-03,United States,us,95376
1450,280.0,False,2019,/incidents/2019/9/7/rams-horn-fire/,Trinity,53,2019-09-12,41.150392,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",-122.63410800000001,Rams Horn Fire,2019-09-07,United States,us,
1451,280.0,False,2019,/incidents/2019/7/30/mill-fire/,Monterey,27,2019-08-12,36.008889,"In Los Padres National Forest, West of Fort Hunter Liggett ",-121.466944,Mill Fire,2019-07-30,United States,us,
1452,279.0,False,2019,/incidents/2019/9/1/snail-fire/,Ventura,56,2019-09-05,34.71011,3 miles northwest of Reyes Creek,-119.3547,Snail Fire,2019-09-01,United States,us,
1453,263.0,False,2019,/incidents/2019/7/5/snowstorm-fire/,Lassen,18,2019-07-06,40.679318,"Snowstorm Rd, south of Ravendale",-120.39276799999999,Snowstorm Fire,2019-07-05,United States,us,
1454,260.0,False,2019,/incidents/2019/9/6/r-6-fire/,Lassen,18,2019-09-11,44.733999999999995,"North of Fredonyer Peak, southwest of Termo",-120.60600000000001,R-6 Fire,2019-09-06,United States,us,
1455,257.0,False,2019,/incidents/2019/6/2/citrus-fire/,Tulare,54,2019-06-11,36.18479,"Off Rd 256 & Ave 220, east of Strathmore",-118.99229,Citrus Fire,2019-06-02,United States,us,
1456,250.0,False,2019,/incidents/2019/9/7/sycamore-fire/,Riverside,33,2019-09-08,33.9369,"Kangaroo Court and River Ridge Drive, Riverside ",-117.3063,Sycamore Fire,2019-09-07,United States,us,92507
1457,244.0,False,2019,/incidents/2019/9/5/henthorne-fire/,Trinity,53,2019-09-18,40.062304,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",-123.222196,Henthorne Fire,2019-09-05,United States,us,
1458,244.0,False,2019,/incidents/2019/7/8/lake-fire/,Mariposa,22,,37.524378000000006,"McSwain Entrance and Lake McClure Rd, Hornitos",-120.29655100000001,Lake Fire,2019-07-08,United States,us,
1459,240.0,False,2019,/incidents/2019/8/9/harte-fire/,Alameda,1,,37.708743,"Central Pkwy and Croak Rd, 4 miles east of Dublin",-121.841879,Harte Fire,2019-08-09,United States,us,9458811
1460,227.0,False,2019,/incidents/2019/9/7/kidder-2-fire/,Siskiyou,47,2019-09-26,41.492974200000006,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",-123.2129356,Kidder 2 Fire,2019-09-07,United States,us,
1461,225.0,False,2019,/incidents/2019/8/12/moose-fire/,Mendocino,23,2019-08-17,39.005262,Off Moose Rd & Bus McGall Rd northwest of Hopland,-123.195306,Moose Fire,2019-08-12,United States,us,
1462,220.0,False,2019,/incidents/2019/9/21/lopez-fire/,San Luis Obispo,40,2019-09-27,35.214364,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",-120.45588300000001,Lopez Fire,2019-09-21,United States,us,
1463,214.0,False,2019,/incidents/2019/6/29/wolf-fire/,Riverside,33,2019-06-30,33.911,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",-116.980528,Wolf Fire ,2019-06-29,United States,us,
1464,213.0,False,2019,/incidents/2019/7/15/madera-fire/,Madera,20,2019-07-16,37.016944,"Off Road 33 and Highway 145, Bonadelle",-119.93416699999999,Madera Fire ,2019-07-15,United States,us,
1465,210.0,False,2019,/incidents/2019/6/29/merced-fire/,Merced,24,2019-07-02,37.312877,"Off of Merced Fall Road and La Grange Road, East of Snelling",-120.242411,Merced Fire ,2019-06-29,United States,us,
1466,210.0,False,2019,/incidents/2019/6/9/malech-fire/,Santa Clara,43,2019-06-11,37.21638,"Malech Rd & Bailey Rd, South San Jose",-121.70768000000001,Malech Fire,2019-06-09,United States,us,
1467,208.0,False,2019,/incidents/2019/7/21/tejon-fire/,Kern,15,,34.900833299999995,"  I 5 and Diger Rd, South of Bakersfield",-118.91833329999999,Tejon Fire,2019-07-21,United States,us,93243
1468,207.0,False,2019,/incidents/2019/6/17/lumgrey-fire/,Siskiyou,47,2019-06-24,39.28926,"off Highway 96 and Lumgrey Road, West of Gottsville",-121.85906000000001,Lumgrey Fire,2019-06-17,United States,us,95953
1469,202.0,False,2019,/incidents/2019/7/15/milton-fire/,Stanislaus,50,2019-07-16,37.944751000000004,"Off of Milton Road and Highway 4, North of Oakdale ",-120.84371999999999,Milton Fire ,2019-07-15,United States,us,95230
1470,200.0,False,2019,/incidents/2019/10/31/hillside-fire/,San Bernardino,36,2019-11-05,34.183,"off of W 59th and Hill Dr, in San Bernardino National Forest",-117.285,Hillside Fire,2019-10-31,United States,us,92405
1471,200.0,False,2019,/incidents/2019/10/27/cypress-complex/,Contra Costa,7,2019-10-28,37.99136,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",-121.64118,Cypress Complex,2019-10-27,United States,us,94548
1472,200.0,False,2019,/incidents/2019/10/11/olivas-fire/,Ventura,56,2019-10-12,34.23955,"Olivas Park Drive, near the Buenaventura Golf Course",-119.20187,Olivas Fire,2019-10-11,United States,us,93009
1473,200.0,False,2019,/incidents/2019/9/24/dehesa-fire/,San Diego,37,,32.787656,Dehesa Road and Sloan Canyon Road,-116.806941,Dehesa Fire ,2019-09-24,United States,us,91901
1474,200.0,False,2019,/incidents/2019/9/9/mcmurray-fire/,Santa Barbara,42,2019-09-14,34.630919,"McMurray Rd and Hwy 101, north of Buellton",-120.18736799999999,McMurray Fire,2019-09-09,United States,us,93427
1475,193.0,False,2019,/incidents/2019/7/14/doyle-fire/,Lassen,18,2019-07-16,40.072739,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",-120.158273,Doyle Fire,2019-07-14,United States,us,96109
1476,190.0,False,2019,/incidents/2019/9/11/stuhr-fire/,Stanislaus,50,,37.32585,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",-121.110146,Stuhr Fire ,2019-09-11,United States,us,
1477,190.0,False,2019,/incidents/2019/7/9/sargent-fire/,Monterey,27,2019-07-10,35.95191,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",-120.8092,Sargent Fire,2019-07-09,United States,us,
1478,183.0,False,2019,/incidents/2019/7/24/marshview-fire/,Solano,48,,38.158333,"Off Marshview Road and Highway 680, South of Cordelia ",-122.118889,Marshview Fire,2019-07-24,United States,us,
1479,172.0,False,2019,/incidents/2019/5/3/vulcan-fire/,Kern,15,2019-05-08,35.03855,Off Highway 166 at Wind Wolves Preserve,-119.19453999999999,Vulcan Fire,2019-05-03,United States,us,
1480,167.0,False,2019,/incidents/2019/9/15/bautista-fire/,Riverside,33,2019-09-22,33.635,"Bautista Road and Tripp Flats, West of Lake Hemet",-116.801111,Bautista Fire,2019-09-15,United States,us,
1481,167.0,False,2019,/incidents/2019/9/2/antelope-fire/,San Benito,35,2019-09-03,36.600167,"Panoche Road and New Idria Road, Paicines",-120.8405,Antelope Fire,2019-09-02,United States,us,95043
1482,161.0,False,2019,/incidents/2019/4/28/york-fire/,Kings,16,2019-06-24,35.81778,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",-120.09715,York Fire,2019-04-28,United States,us,
1483,156.0,False,2019,/incidents/2019/8/15/cottage-fire/,Shasta,45,2019-08-17,40.484328999999995,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",-122.159393,Cottage Fire,2019-08-15,United States,us,96007
1484,156.0,False,2019,/incidents/2019/8/3/five-fire/,Los Angeles,19,2019-08-05,34.677864,Off Interstate 5 & Templin Hwy,-118.75239499999999,Five Fire,2019-08-03,United States,us,
1485,156.0,False,2019,/incidents/2019/7/28/star-fire/,San Bernardino,36,,33.997528,"Chino Hils Parkway and Grand Avenue, Chino Hills",-117.76976599999999,Star Fire,2019-07-28,United States,us,92709
1486,155.0,False,2019,/incidents/2019/6/1/spruce-fire/,Tulare,54,2019-06-11,36.28001,"Off Spruce Rd & Myer Dr, east of Exeter",-119.10973999999999,Spruce Fire,2019-06-01,United States,us,93221
1487,150.0,False,2019,/incidents/2019/10/27/sky-fire/,Contra Costa,7,2019-10-28,38.03545,"Commings Skyway and I-80, south of Crockett",-122.2241,Sky Fire ,2019-10-27,United States,us,94525
1488,150.0,False,2019,/incidents/2019/7/28/dehesa-fire/,San Diego,37,,32.767649,"Dehesa Road and Slone Canyon Road, Dehesa",-116.79603200000001,Dehesa Fire,2019-07-28,United States,us,
1489,148.0,False,2019,/incidents/2019/6/26/dyer-fire/,Placer,31,2019-06-27,38.738170000000004,"Watt Ave & Dyer Road, northeast of Rio Linda",-121.39419,Dyer Fire,2019-06-26,United States,us,95626
1490,145.0,False,2019,/incidents/2019/10/24/old-water-fire/,San Bernardino,36,,34.183624,near Old Waterman Canyon Road and Hwy 18. ,-117.274276,Old Water Fire,2019-10-24,United States,us,92404
1491,144.0,False,2019,/incidents/2019/5/30/canyon-fire/,Santa Clara,43,2019-06-11,37.45899,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",-121.22093000000001,Canyon Fire,2019-05-30,United States,us,
1492,140.0,False,2019,/incidents/2019/10/27/glencove-fire/,Solano,48,2019-10-28,38.07205,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",-122.22463,Glencove Fire ,2019-10-27,United States,us,94525
1493,139.0,False,2019,/incidents/2019/8/21/patterson-fire/,Alameda,1,2019-08-21,37.71734,"Patterson Pass and Midway Road, west of Tracy",-121.55866999999999,Patterson Fire,2019-08-21,United States,us,95391
1494,131.0,False,2019,/incidents/2019/8/24/horse-fire/,Lassen,18,2019-08-27,40.562,"Off Highway 139  and Horselake Road, North of Susanville",-120.544,Horse Fire,2019-08-24,United States,us,
1495,131.0,False,2019,/incidents/2019/7/14/south-fire/,Ventura,56,2019-07-15,34.366111,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,-118.96,South Fire ,2019-07-14,United States,us,93015
1496,130.0,False,2019,/incidents/2019/8/7/r-1-fire/,Lassen,18,,40.886677,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",-120.336977,R-1 Fire,2019-08-07,United States,us,
1497,130.0,False,2019,/incidents/2019/7/27/usal-fire/,Mendocino,23,,39.831762,"Usal Creek and Usal Rd, west of Leggett",-123.84601299999999,Usal Fire,2019-07-27,United States,us,
1498,130.0,False,2019,/incidents/2019/5/18/shady-fire/,Riverside,33,2019-05-24,33.650237,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",-116.17253400000001,Shady Fire,2019-05-18,United States,us,92274
1499,128.0,False,2019,/incidents/2019/9/21/reservoir-fire/,Santa Clara,43,2019-09-24,37.467744,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",-121.842751,Reservoir Fire,2019-09-21,United States,us,95035-6911
1500,128.0,False,2019,/incidents/2019/7/17/goose-2-fire/,Modoc,25,2019-07-20,41.909,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",-120.306,Goose 2 Fire,2019-07-17,United States,us,
1501,121.0,False,2019,/incidents/2019/5/29/hill-fire/,Fresno,10,2019-06-05,36.669090000000004," S. Hills Valley Road, north of Orange Cove",-119.3046,Hill Fire,2019-05-29,United States,us,93646
1502,120.0,False,2019,/incidents/2019/6/20/weisgarber-fire/,San Diego,37,2019-06-21,33.396840000000005,"one mile west of the DeLuz gate, Camp Pendleton",-117.29665,Weisgarber Fire,2019-06-20,United States,us,92051
1503,120.0,False,2019,/incidents/2019/6/10/bitter-fire/,San Luis Obispo,40,2019-06-11,35.57376,Bitterwater Road East of Paso Robles,-120.11738000000001,Bitter Fire ,2019-06-10,United States,us,
1504,115.0,False,2019,/incidents/2019/4/30/woody-fire/,Kern,15,2019-05-08,35.65189,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",-118.92545,Woody Fire,2019-04-30,United States,us,
1505,105.0,False,2019,/incidents/2019/8/13/west-fire/,Los Angeles,19,,34.675542,"off of 120th Street  West and Coppermill Road, Lancaster ",-118.34223899999999,West Fire ,2019-08-13,United States,us,
1506,103.0,False,2019,/incidents/2019/8/2/meadow-fire-not-a-cal-fire-incident/,Modoc,25,2019-08-02,41.43783,"County Road 48 and Highway 395, northeast of Alturas",-120.23976,Meadow Fire (Not a CAL FIRE incident),2019-08-02,United States,us,
1507,100.0,False,2019,/incidents/2019/7/28/range-fire/,Santa Barbara,42,2019-08-05,34.665699,north of Lake Cachuma,-119.94973999999999,Range Fire,2019-07-28,United States,us,
1508,100.0,False,2019,/incidents/2019/7/12/border-fire/,San Diego,37,2019-07-15,32.566389,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,-116.7525,Border Fire,2019-07-12,United States,us,
1509,98.0,False,2019,/incidents/2019/9/21/kennedy-fire/,Riverside,33,2019-09-22,33.900994,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",-117.170588,Kennedy Fire,2019-09-21,United States,us,92555
1510,97.0,False,2019,/incidents/2019/10/25/sawday-fire/,San Diego,37,2019-10-28,33.055124,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",-116.742508,Sawday Fire ,2019-10-25,United States,us,92065
1511,96.0,False,2019,/incidents/2019/7/13/orange-fire/,Riverside,33,2019-07-13,33.812837200000004,27000 block of Orange Avenue in Nuevo,-117.1228851,Orange fire,2019-07-13,United States,us,
1512,95.0,False,2019,/incidents/2019/7/24/thompson-fire/,San Luis Obispo,40,,35.004721999999994,"Off Highway 166  and Highway 101, North of Santa Maria",-120.435278,Thompson Fire ,2019-07-24,United States,us,
1513,94.0,False,2019,/incidents/2019/8/5/toro-fire/,Riverside,33,2019-08-06,33.740219,"26000 Block El Toro Road, North of Lake Elsinore",-117.33372800000001,Toro Fire ,2019-08-05,United States,us,92330
1514,91.0,False,2019,/incidents/2019/10/10/wendy-fire/,Ventura,56,,34.156389000000004,"Potrero Rd and S Wendy Dr, Newbury Park",-118.950833,Wendy Fire,2019-10-10,United States,us,91320
1515,91.0,False,2019,/incidents/2019/9/15/bar-fire/,Siskiyou,47,,41.749666999999995,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",-123.00083300000001,Bar Fire,2019-09-15,United States,us,
1516,90.0,False,2019,/incidents/2019/7/16/whiskey-fire/,San Joaquin,39,,37.962557000000004,"west Lower Jones Road, west of the Community of Slough ",-121.468074,Whiskey Fire,2019-07-16,United States,us,95206
1517,90.0,False,2019,/incidents/2019/6/26/trinity-fire/,Shasta,45,2019-06-26,40.41404,"Trinity Alps Vista Road and Bland Road, southwest of Ono",-122.66779,Trinity Fire,2019-06-26,United States,us,
1518,85.0,False,2019,/incidents/2019/9/3/country-fire/,El Dorado,9,2019-09-06,38.898915,"Highway 193 and Penobscot Rd, east of Cool",-120.946657,Country Fire,2019-09-03,United States,us,95614
1519,84.0,False,2019,/incidents/2019/8/2/browns-fire/,Sacramento,34,2019-08-02,38.3525,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",-121.12361100000001,Browns Fire,2019-08-02,United States,us,95638
1520,83.0,False,2019,/incidents/2019/9/23/tulloch-fire/,Tuolumne,55,2019-09-24,37.838333,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",-120.625556,Tulloch Fire,2019-09-23,United States,us,95427
1521,83.0,False,2019,/incidents/2019/7/27/tree-fire/,Siskiyou,47,,41.834365999999996,"Tree of Heaven Campground, east of Gottsville",-122.65656899999999,Tree Fire,2019-07-27,United States,us,
1522,81.0,False,2019,/incidents/2019/8/13/timm-fire/,Solano,48,2019-08-13,38.455,"Off of Timm Road and Allendale Road, South of Winters ",-121.969167,Timm Fire ,2019-08-13,United States,us,95688
1523,81.0,False,2019,/incidents/2019/7/22/milpas-fire/,San Bernardino,36,,34.42386,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",-117.10318000000001,Milpas Fire,2019-07-22,United States,us,92308
1524,81.0,False,2019,/incidents/2019/7/16/meadow-fire/,Riverside,33,2019-07-17,33.514658000000004,Highway 371 near Lake Riverside Drive,-116.7884,Meadow Fire,2019-07-16,United States,us,92536
1525,80.0,False,2019,/incidents/2019/10/24/nelson-fire/,Butte,4,2019-10-24,39.551423,Between Durham and Richvale,-121.80053799999999,Nelson Fire ,2019-10-24,United States,us,95958
1526,80.0,False,2019,/incidents/2019/8/25/ivy-fire/,Riverside,33,2019-08-25,33.77777348,near Northbound Intestate 15 and Temescal Canyon,-117.487578,Ivy Fire,2019-08-25,United States,us,92883
1527,80.0,False,2019,/incidents/2019/8/15/border-9-fire/,San Diego,37,2019-08-16,32.57394,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",-116.760465,Border 9 Fire,2019-08-15,United States,us,91917
1528,80.0,False,2019,/incidents/2019/7/24/sweigert-fire/,Santa Clara,43,,37.433192,"Off of Kahler Court and Felter Road, East of Milpitas",-121.807258,Sweigert Fire ,2019-07-24,United States,us,95132-3198
1529,80.0,False,2019,/incidents/2019/7/12/lincoln-fire/,Riverside,33,2019-07-17,33.569379999999995,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",-116.07896000000001,Lincoln Fire,2019-07-12,United States,us,92254
1530,80.0,False,2019,/incidents/2019/6/25/scott-fire/,Yuba,58,2019-06-25,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,Scott Fire,2019-06-25,United States,us,95918
1531,80.0,False,2019,/incidents/2019/6/24/scott-fire/,Yuba,58,2019-06-24,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,Scott Fire,2019-06-24,United States,us,95918
1532,75.0,False,2019,/incidents/2019/11/5/eagle-fire/,Lake,17,2019-11-06,39.100408,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",-122.496548,Eagle Fire,2019-11-05,United States,us,
1533,74.0,False,2019,/incidents/2019/7/2/coyote-fire/,Santa Clara,43,2019-07-02,37.189040000000006,Northbound US 101 at Coyote Creek Golf Drive in San Jose,-121.69496799999999,Coyote Fire,2019-07-02,United States,us,95037-9241
1534,70.0,False,2019,/incidents/2019/6/8/levee-fire/,Yuba,58,2019-06-17,39.15641,"Highway 20 & E 22nd Street, in Marysville",-121.56363,Levee Fire,2019-06-08,United States,us,905
1535,68.0,False,2019,/incidents/2019/10/9/corning-fire/,Tehama,52,2019-10-09,39.847708000000004,"Inghram Road, South Corning",-122.1604,Corning Fire ,2019-10-09,United States,us,96021
1536,67.0,False,2019,/incidents/2019/10/24/muir-fire/,Marin,21,,37.896231,"Highway 1 and Panoramic Hwy, Stinson Beach",-122.636471,Muir Fire,2019-10-24,United States,us,94941
1537,67.0,False,2019,/incidents/2019/9/22/lynette-fire/,Calaveras,5,,38.20177,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",-120.827386,Lynette Fire,2019-09-22,United States,us,95252
1538,66.0,False,2019,/incidents/2019/9/1/jolon-fire/,Monterey,27,2019-09-02,35.906482000000004,"Jolon Road and New Pleyto Road, Lockwood",-120.99291399999998,Jolon Fire,2019-09-01,United States,us,93426
1539,65.0,False,2019,/incidents/2019/5/10/sugar-fire/,Placer,31,2019-05-24,39.115359999999995,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",-120.76088,Sugar Fire,2019-05-10,United States,us,
1540,64.0,False,2019,/incidents/2019/7/22/canyon-fire/,Napa,28,,38.481258000000004,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,-122.143942,Canyon Fire,2019-07-22,United States,us,
1541,63.0,False,2019,/incidents/2019/10/4/elk-fire/,Glenn,11,2019-10-03,41.70611111,Elk Creek,-123.4375,Elk Fire,2019-10-04,United States,us,
1542,63.0,False,2019,/incidents/2019/5/20/paskenta-fire/,Tehama,52,2019-05-24,39.98097,"Paskenta Rd and Canal View Road, northwest of Corning",-122.30736999999999,Paskenta Fire,2019-05-20,United States,us,
